,50PLUS,CDA,CU,D66,DENK,FVD,GL,PvdA,PvdD,PVV,SGP,SP,VVD
compensatiefonds,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
computer,"0,3483","0,0","0,0","0,0986","0,0","0,0","0,0","0,0599","0,0983","0,0","0,0","0,1512","0,1067"
computervaardig,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
concept,"0,3483","0,0843","0,1129","0,0","0,1351","0,2586","0,0","0,0599","0,0","0,0","0,0591","0,0","0,0"
conform,"0,6966","0,0","0,0","0,0658","0,0","0,0","0,0","0,2394","0,0983","0,0","0,0","0,3023","0,1067"
confronteren,"1,0449","0,2529","0,2257","0,0986","0,1351","0,2586","0,0","0,1197","0,0983","0,0","0,1183","0,0","0,2134"
consequent,"0,3483","0,1686","0,0564","0,0329","0,0","0,0","0,1323","0,0","0,0","0,0","0,1774","0,0","0,1601"
consumentenkrediet,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
controle,"0,6966","0,5901","0,5079","0,4603","0,5405","0,5172","0,7939","0,5986","0,7859999999999999","0,0","0,5914","0,3023","0,2668"
corporatie,"0,3483","0,4215","0,1129","0,2301","0,1351","0,0","0,2646","0,1197","0,0","0,0","0,0591","0,1512","0,2134"
corrupte,"0,3483","0,0","0,0564","0,0329","0,1351","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
corruptie,"0,3483","0,0","0,0564","0,0658","0,0","0,0","0,0","0,0599","0,0","0,0","0,0591","0,3023","0,1601"
cotrdinerend,"0,6966","0,0","0,0564","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
creer,"0,3483","0,1686","0,3386","0,4274","0,1351","0,0","0,1323","0,8381","0,4913","0,0","0,0","0,0","0,5336"
criminaliteit,"1,0449","0,843","0,3386","0,263","1,7565","0,7758","0,6616","0,1197","0,0983","0,0","0,6506","0,3023","0,4269"
criminaliteitsbestrijding,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1512","0,0534"
crimineel,"0,3483","0,1686","0,1129","0,0658","0,1351","0,0","0,0","0,0","0,0","0,0","0,1774","0,3023","0,3735"
criminelen,"0,3483","0,4215","0,0","0,0658","0,0","0,0","0,0","0,1796","0,0","0,0","0,1183","1,2094","0,2134"
cultureel,"0,3483","0,843","0,7337","0,6576","0,8107","0,7758","0,1323","0,6585","0,1965","0,0","0,1774","0,1512","0,2134"
cultuur,"1,3932","0,843","0,7901","0,8548","0,9458","1,8102","0,9262","1,6761","1,0808","0,0","0,5914","1,3605","0,6403"
cultuuractiviteiten,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
cultuurinstellingenellingen,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
cultuurkaart,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
daadwerkelijk,"0,6966","0,5901","0,1129","0,3945","0,0","0,2586","0,0","0,1796","0,1965","0,0","0,414","0,3023","0,4269"
daaraan,"0,3483","0,0843","0,0564","0,0986","0,1351","0,0","0,1323","0,0599","0,0","0,0","0,1183","0,0","0,2134"
daarbij,"0,6966","1,4331","1,0723","2,6632","0,4054","0,5172","0,2646","0,8381","1,0808","0,0","1,9517","1,3605","2,6146"
daarnaast,"0,6966","2,0233","0,6772","2,4330000000000003","0,8107","1,5516","0,5292","0,8381","0,39299999999999996","0,0","0,2957","0,6047","1,9209"
daartoe,"0,3483","0,0843","0,1693","0,2301","0,0","0,0","0,1323","0,0599","0,0983","0,0","0,3549","0,0","0,1601"
dader,"0,3483","0,1686","0,1129","0,1644","0,1351","0,0","0,1323","0,2394","0,0","0,0","0,2957","0,1512","0,2668"
dag,"2,4382","1,0959","0,7901","0,5918","1,4863","0,0","1,0585","0,1796","0,4913","0,0","0,8872","0,4535","1,2806"
dagbesteding,"0,3483","0,0","0,0564","0,0","0,1351","0,0","0,1323","0,0","0,0983","0,0","0,0591","0,1512","0,0"
dalen,"0,3483","0,0843","0,2257","0,1644","0,8107","0,2586","0,1323","0,0599","0,1965","0,0","0,2366","0,0","0,2134"
dank,"0,6966","0,0","0,0564","0,0329","0,0","0,0","0,1323","0,0599","0,0","0,0","0,0","0,0","0,0"
datacard,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
datgene,"0,3483","0,0","0,0564","0,0","0,0","0,2586","0,0","0,0","0,0","0,0","0,0591","0,0","0,0"
datum,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0591","0,0","0,0"
debacle,"0,6966","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
debat,"0,3483","0,3372","0,1693","0,2301","0,0","0,2586","0,5292","0,1796","0,0983","0,0","0,0","0,0","0,0534"
decentraal,"0,3483","0,0","0,0","0,1315","0,0","0,0","0,1323","0,0","0,0","0,0","0,0","0,0","0,0"
deel,"1,7416","1,8547","1,7495","1,9398","0,8107","0,5172","2,117","2,6339","1,2773","0,0","1,0646","0,6047","1,6008"
deelname,"0,6966","0,0","0,3386","0,0986","0,0","0,0","0,0","0,3592","0,0","0,0","0,1183","0,1512","0,0"
deelnemen,"0,3483","0,0843","0,0","0,0329","0,1351","0,0","0,1323","0,1197","0,0","0,0","0,1183","0,1512","0,1067"
deels,"0,3483","0,0843","0,1693","0,1973","0,5405","0,0","0,0","0,1796","0,0983","0,0","0,1183","0,4535","0,0"
deeltijdpensioen,"0,3483","0,0","0,0","0,0329","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
defensie,"1,0449","0,5058","0,9594","0,6576","0,2702","1,5516","0,0","0,2394","0,2948","8,4746","0,8872","0,1512","0,6937"
degene,"1,0449","0,0843","0,0","0,0986","0,0","0,2586","0,0","0,1796","0,0","0,0","0,414","0,1512","0,1067"
democratie,"1,3932","0,9273","0,3951","1,5124","0,2702","3,1032","1,5877","1,0775","0,2948","8,4746","0,1183","1,2094","0,1601"
den,"0,3483","0,5058","0,1129","0,4274","0,2702","0,0","0,3969","1,4367","1,2773","0,0","0,5914","0,4535","0,2134"
dergelijke,"0,3483","0,2529","0,1129","0,2301","0,0","0,2586","0,2646","0,2394","0,0983","0,0","0,1183","0,0","0,2668"
dertigjarige,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
desnoods,"0,6966","0,0","0,0","0,0329","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
destijds,"0,3483","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
dezelfde,"0,3483","0,0","0,2257","0,5918","0,6756","1,5516","0,3969","0,1197","0,1965","0,0","0,1183","0,7559","0,8004"
diefstal,"0,3483","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2957","0,0","0,2134"
dien,"0,3483","0,0","0,0","0,0986","0,0","0,2586","0,0","0,1796","0,1965","0,0","0,2957","0,0","0,0"
dienen,"1,3932","2,0233","1,1852","0,2959","0,8107","3,8789999999999996","0,7939","1,317","0,5895","0,0","5,9144","0,907","1,0672"
dienst,"0,6966","0,843","1,5802","0,9535","0,4054","0,7758","0,6616","1,0177","1,0808","0,0","0,4731","1,0582","0,9605"
dier,"0,3483","0,0","0,3386","0,3945","0,0","0,5172","0,3969","0,3592","14,7377","0,0","0,3549","0,4535","0,1067"
dieren,"0,3483","0,0","0,0564","0,0329","0,0","0,0","0,2646","0,0","1,2773","0,0","0,2366","0,1512","0,0"
dierenleed,"0,3483","0,0","0,0","0,0","0,0","0,2586","0,0","0,0","0,39299999999999996","0,0","0,1183","0,0","0,0"
dierenmishandeling,"0,3483","0,0","0,0","0,0","0,0","0,7758","0,0","0,0","0,4913","0,0","0,0","0,1512","0,0534"
dierenwelzijn,"0,3483","0,0","0,2822","0,1315","0,0","0,5172","0,3969","0,419","1,0808","0,0","0,1774","0,1512","0,1601"
diezelfde,"0,3483","0,0","0,0564","0,0329","0,2702","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,3202"
digid,"0,3483","0,0","0,0","0,0329","0,0","0,2586","0,0","0,0","0,0","0,0","0,1183","0,0","0,0"
digitaal,"1,0449","0,5901","0,2822","3,0906","0,6756","1,5516","0,7939","0,2394","0,1965","0,0","0,414","0,7559","1,3873"
digitalisering,"0,3483","0,0843","0,1693","0,263","0,0","0,0","0,0","0,1197","0,0","0,0","0,1774","0,1512","0,1601"
direct,"0,3483","0,6744","0,5079","0,8220000000000001","1,0809","2,8446","0,3969","0,6585","1,5719999999999998","0,0","0,5914","0,907","0,6403"
directe,"0,3483","0,0","0,0564","0,0","0,0","0,5172","0,0","0,0599","0,0","8,4746","0,0","0,1512","0,0"
discriminatie,"0,6966","0,5058","0,2822","0,4603","1,4863","0,0","1,72","1,0177","0,39299999999999996","0,0","0,2957","0,6047","0,3735"
discriminerend,"0,3483","0,0","0,0","0,0","0,2702","0,0","0,1323","0,0","0,0983","0,0","0,0","0,0","0,0"
discussie,"0,3483","0,0843","0,0564","0,2301","0,1351","0,0","0,0","0,0599","0,0","0,0","0,0591","0,0","0,1601"
docent,"0,3483","0,2529","0,3386","0,5589","0,1351","0,7758","1,0585","0,5986","0,2948","0,0","0,1774","0,3023","0,9071"
doelwit,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
doorn,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0534"
dorp,"0,3483","0,2529","0,3386","0,0329","0,1351","0,0","0,2646","0,419","0,5895","0,0","0,1183","0,3023","0,1067"
draaien,"0,6966","0,2529","0,1693","0,0986","0,4054","0,5172","0,1323","0,2394","0,1965","0,0","0,0","0,0","0,4269"
dragen,"1,0449","1,0959","1,0723","0,8220000000000001","1,2161","0,2586","0,2646","1,317","1,5719999999999998","0,0","0,828","1,2094","0,8537"
drastisch,"0,6966","0,0","0,0","0,0329","0,0","0,5172","0,0","0,0","0,1965","0,0","0,1183","0,1512","0,0"
dreiging,"0,3483","0,0","0,1693","0,0329","0,2702","0,2586","0,1323","0,0599","0,0","0,0","0,0591","0,0","0,2668"
drug,"0,3483","0,9273","0,0","0,263","0,0","0,5172","0,2646","0,0599","0,0","0,0","0,5323","0,0","0,1067"
drugsbeleid,"0,3483","0,0843","0,0","0,0329","0,0","0,5172","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
druk,"0,3483","0,6744","1,0159","0,6576","0,9458","0,5172","0,2646","0,5388","0,1965","0,0","1,242","0,1512","0,8004"
dubbel,"0,6966","0,0","0,0564","0,0658","0,1351","0,0","0,1323","0,1197","0,0","8,4746","0,3549","0,0","0,1601"
duidelijk,"0,6966","0,7587","0,3951","1,348","0,0","0,7758","0,1323","0,3592","0,8843","0,0","0,9463","0,907","0,9605"
duur,"0,6966","0,2529","0,4515","0,5261","0,4054","0,2586","0,5292","0,2993","0,7859999999999999","0,0","0,4731","0,4535","0,747"
duurzaam,"1,3932","2,1919","2,4832","3,8468","1,2161","0,5172","3,7047","2,3945","4,9126","0,0","1,7743","3,7793","1,0138"
duurzaamheid,"2,0899","0,3372","0,1129","0,1315","0,6756","1,8102","0,2646","0,7183","1,2773","0,0","0,0","0,1512","0,1601"
duwt,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
dáárom,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
echt,"1,3932","0,843","0,7337","0,8220000000000001","0,0","1,8102","0,0","0,8979","0,2948","0,0","0,3549","0,4535","1,334"
economie,"0,3483","4,6367","2,5961","2,3344","1,6214","4,1376","3,1754","2,7537","1,5719999999999998","0,0","0,4731","1,6629","1,4407"
economisch,"1,3932","2,1919","1,9188","2,1371","0,6756","1,8102","1,3231","2,2149","1,179","0,0","0,8872","0,6047","1,1739"
eenvoudig,"0,3483","0,1686","0,5079","0,2959","0,0","0,5172","0,0","0,0599","0,1965","0,0","0,4731","0,0","0,3202"
eenzaamheid,"0,6966","0,5058","0,2257","0,0","0,1351","0,2586","0,0","0,0599","0,0983","0,0","0,2366","0,0","0,0"
eenzijdig,"0,3483","0,0","0,3386","0,0658","0,0","0,0","0,0","0,0599","0,2948","0,0","0,2366","0,4535","0,1601"
eerdere,"0,3483","0,0","0,0564","0,0329","0,1351","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
eerstvolgende,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
efficiency,"0,6966","0,0","0,0","0,0","0,0","0,0","0,1323","0,0","0,0","0,0","0,0","0,0","0,0534"
efficiencyslag,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
eigenheid,"0,3483","0,0","0,0564","0,0329","0,0","0,0","0,0","0,0","0,0","0,0","0,0591","0,0","0,0"
eiland,"0,3483","0,3372","0,7337","0,0658","2,0268","0,0","0,0","0,0","0,0983","0,0","0,0591","0,1512","0,1067"
eind,"0,6966","0,4215","0,0","0,0329","0,2702","0,5172","0,1323","0,0599","0,2948","0,0","0,2366","0,0","0,0534"
einde,"1,3932","0,4215","0,4515","0,3288","0,1351","0,7758","1,1908","0,3592","0,9825","0,0","0,2366","0,4535","0,5869"
elektronisch,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1067"
elkaar,"1,0449","5,1425","2,0882","2,0713","5,5398","1,2930000000000001","2,5139","2,7537","0,7859999999999999","0,0","1,8335","2,8723","1,8676"
emissies,"0,3483","0,0","0,0564","0,0329","0,0","0,0","0,0","0,0","0,0","0,0","0,1183","0,0","0,0"
energie,"1,0449","0,7587","1,3545","1,7097","0,2702","0,5172","2,117","0,7782","2,8493","0,0","1,4194","1,6629","1,8676"
energiebeleid,"0,3483","0,0","0,0564","0,0658","0,0","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0534"
energiebesparing,"0,3483","0,0843","0,5079","0,263","0,1351","0,0","0,2646","0,1796","0,0983","0,0","0,7689","0,6047","0,0534"
energiezuinig,"0,6966","0,1686","0,0564","0,0329","0,1351","0,0","0,3969","0,0","0,0","0,0","0,0","0,1512","0,0534"
enerzijds,"0,3483","0,0","0,1129","0,0","0,0","0,0","0,0","0,1197","0,0","0,0","0,0","0,0","0,0"
enorm,"2,0899","0,2529","0,5079","0,1644","0,0","0,2586","0,1323","0,2993","0,0983","0,0","0,414","0,1512","0,4802"
epd,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
erfbelasting,"0,3483","0,0","0,0","0,0","0,0","0,5172","0,2646","0,0","0,0","0,0","0,0","0,0","0,0"
erfgenaam,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
erfgoed,"0,3483","0,0843","0,4515","0,3288","0,0","0,0","0,0","0,1197","0,2948","0,0","0,2366","0,1512","0,0"
erkenning,"0,6966","0,3372","0,4515","0,263","0,4054","0,0","0,5292","0,1197","0,0983","0,0","0,2366","0,0","0,1067"
ervaren,"0,6966","0,1686","0,2257","0,1644","0,0","0,2586","0,2646","0,2394","0,0","0,0","0,5323","0,0","0,0534"
ervaring,"0,3483","0,4215","0,2257","0,2301","0,2702","0,2586","0,1323","0,1796","0,0","0,0","0,1183","0,0","0,2668"
ervoor,"0,3483","0,9273","0,7337","1,1836","1,0809","0,2586","0,9262","0,5388","0,4913","0,0","1,0646","2,5699","1,5474"
essentiel,"0,3483","0,0","0,0564","0,0986","0,1351","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,1067"
et,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,6878","0,0","0,0","0,0","0,0534"
eu,"1,3932","0,0","0,7901","1,0192","0,9458","3,3618","0,3969","0,9578","1,8668","8,4746","1,9517","1,5117","0,9605"
euro,"1,0449","0,3372","0,7901","0,2301","1,3512","1,2930000000000001","0,0","0,5388","0,39299999999999996","0,0","0,9463","0,907","0,2668"
europa,"1,0449","2,1919","1,9753","3,7482","1,2161","2,3274","2,9108","1,6163","1,6703","0,0","1,7152","1,8141","2,5079"
europees,"1,3932","3,4564","4,5149","4,34","2,2969999999999997","2,5860000000000003","5,557","3,3523","2,8493","0,0","4,6132","4,5351","4,3754"
euthanasie,"0,6966","0,0843","0,1129","0,0658","0,0","0,0","0,2646","0,1796","0,0","0,0","0,5914","0,0","0,0534"
eventueel,"0,3483","0,0","0,3386","0,3288","0,0","0,5172","0,0","0,1197","0,0983","0,0","0,2366","0,4535","0,2134"
experiment,"0,6966","0,0843","0,0564","0,9535","0,0","0,0","0,2646","0,2394","0,1965","0,0","0,0591","0,3023","0,1067"
expert,"0,3483","0,0","0,0564","0,0","0,2702","0,0","0,1323","0,0","0,0","0,0","0,0591","0,0","0,0"
extern,"0,3483","0,0843","0,0","0,0","0,1351","0,0","0,0","0,1197","0,0","0,0","0,1183","0,4535","0,0"
extra,"3,4831","2,1076","2,201","0,9535","0,2702","0,5172","1,72","2,8135","0,1965","8,4746","2,2475","2,2676","1,4407"
faciliteit,"0,3483","0,0843","0,0564","0,0658","0,0","0,0","0,2646","0,0599","0,0","0,0","0,0591","0,1512","0,0534"
failliet,"0,3483","0,0843","0,0","0,0","0,0","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,1067"
fair,"0,3483","0,0","0,0564","0,0","0,0","0,0","0,0","0,2394","0,0983","0,0","0,1774","0,0","0,0"
familie,"0,3483","2,782","0,2822","0,1644","0,0","0,0","0,2646","0,2993","0,2948","0,0","0,414","0,0","0,1601"
familiebedrijf,"0,6966","0,3372","0,1129","0,0658","0,0","0,0","0,0","0,0","0,0","0,0","0,1774","0,0","0,1067"
familiehuis,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
farce,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
fatsoen,"0,6966","0,0","0,0","0,0329","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
fatsoenlijk,"0,3483","0,0","0,0","0,0","0,0","0,2586","0,2646","0,0599","0,0983","0,0","0,0","0,3023","0,0534"
feestdag,"0,3483","0,0843","0,0","0,0","0,1351","0,0","0,2646","0,0","0,0","0,0","0,2957","0,1512","0,1601"
fier,"0,3483","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
fietspad,"0,3483","0,0","0,0","0,0329","0,0","0,0","0,2646","0,0","0,1965","0,0","0,0591","0,0","0,0534"
financieel,"2,7865","1,3488","1,0159","1,6439","0,6756","0,5172","1,8523","0,8979","0,7859999999999999","0,0","2,3066","1,9652","1,7075"
financieren,"0,3483","0,4215","0,1693","0,1315","0,5405","0,2586","0,5292","0,2993","0,4913","8,4746","0,2957","0,1512","0,2134"
fiscaal,"1,0449","0,6744","0,903","0,7891","0,1351","0,2586","1,0585","0,7183","0,6878","0,0","0,6506","0,1512","0,1601"
flexibel,"0,3483","1,0116","0,3951","0,5918","0,0","0,2586","0,1323","0,2394","0,1965","0,0","0,2366","0,1512","0,747"
flink,"0,6966","0,4215","0,2257","0,2301","0,1351","0,5172","0,1323","0,0599","0,4913","0,0","0,0","0,4535","0,4269"
forensenbelasting,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
fors,"0,6966","1,0116","0,4515","0,263","0,0","0,5172","0,6616","0,419","0,5895","8,4746","0,5323","1,0582","0,3202"
fossiel,"0,3483","0,1686","0,3386","0,1644","0,0","0,0","0,6616","0,1197","0,39299999999999996","0,0","0,5914","0,0","0,0534"
fractie,"0,6966","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,1512","0,0"
fraude,"0,3483","0,5058","0,1693","0,0658","0,1351","0,2586","0,0","0,1796","0,0983","0,0","0,0","0,907","0,4802"
front,"0,3483","0,0","0,0","0,0658","0,0","0,0","0,0","0,0","0,1965","0,0","0,0591","0,0","0,0"
functie,"0,6966","0,3372","0,1129","0,1973","0,2702","0,7758","0,1323","0,5986","0,5895","8,4746","0,1183","0,0","0,1601"
functioneerde,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
fysiek,"0,6966","0,1686","0,1129","0,263","0,0","0,2586","0,2646","0,0599","0,0983","0,0","0,0591","0,0","0,0534"
fysiotherapie,"0,3483","0,0","0,1129","0,0","0,0","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
gaan,"5,5729999999999995","5,9012","5,1922","5,6222","2,7023","6,9822","10,8494","7,0039","8,1548","8,4746","6,2101","10,582","8,5908"
gang,"0,3483","0,2529","0,0564","0,0658","0,2702","0,0","0,0","0,2394","0,0","0,0","0,0","0,0","0,0534"
garantie,"0,3483","0,0","0,0564","0,0","0,0","0,0","0,0","0,2394","0,0","0,0","0,1183","0,1512","0,1601"
gasboring,"0,3483","0,0","0,0","0,0329","0,0","0,2586","0,1323","0,0599","0,0","0,0","0,0","0,0","0,0"
gebeuren,"0,6966","0,2529","0,1693","0,4603","0,1351","0,0","0,1323","0,4789","0,0","0,0","0,4731","0,0","0,4269"
gebied,"0,3483","1,0959","1,5238","1,0192","2,1619","0,5172","1,5877","1,4367","2,0633","0,0","1,242","0,6047","1,6541"
gebruik,"1,3932","0,843","0,7901","1,1836","0,8107","0,7758","1,4554","1,0177","2,0633","0,0","1,4194","1,9652","1,6541"
gebruiken,"0,3483","0,0843","0,4515","1,0521","0,4054","0,5172","1,0585","0,5388","1,8668","0,0","1,0646","0,6047","0,5869"
gebruikmaken,"0,3483","0,0","0,1129","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0591","0,0","0,1067"
gedachte,"0,3483","0,0","0,0564","0,0329","0,0","0,0","0,1323","0,0599","0,0","0,0","0,1774","0,0","0,0"
gedeputeerden,"0,3483","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
gedicht,"0,3483","0,0","0,0564","0,0","0,2702","0,2586","0,1323","0,0","0,0","0,0","0,0591","0,0","0,0"
gedrag,"0,3483","0,3372","0,1129","0,2959","0,2702","0,0","0,1323","0,1197","0,5895","0,0","0,3549","0,4535","0,3735"
gegeven,"0,3483","0,2529","0,1129","0,9864","0,1351","0,0","0,2646","0,2394","1,0808","0,0","0,3549","0,7559","0,9605"
gehandicapten,"0,3483","0,2529","0,2257","0,0329","0,0","0,0","0,2646","0,0","0,0","0,0","0,0","0,0","0,0534"
geheel,"1,0449","0,2529","0,2257","0,4603","0,2702","0,5172","0,2646","0,8979","0,1965","8,4746","0,0","0,1512","0,5336"
gekoppelde,"0,3483","0,0","0,0","0,0329","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
geld,"2,4382","1,2645","1,3545","1,4795","1,8916","3,6204","2,117","1,0775","1,965","25,4237","3,7852","2,2676","2,0276"
gelden,"0,3483","2,0233","0,903","1,1836","0,5405","0,7758","0,9262","1,1374","2,4563","0,0","2,1883","0,6047","1,4407"
geleijns,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
gelijke,"0,3483","0,0843","0,1129","0,0658","0,2702","0,0","0,0","0,2394","0,0","0,0","0,1183","0,1512","0,0"
geluidsbelasting,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
gemakkelijk,"0,3483","0,2529","0,1693","0,0329","0,0","0,0","0,5292","0,419","0,2948","0,0","0,0591","0,3023","0,0534"
gemaximeerde,"0,3483","0,0","0,0","0,0329","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
gemeente,"2,4382","3,1192","2,0882","2,4330000000000003","2,0268","1,8102","2,7785","2,3346","1,0808","0,0","4,1401","3,3258","2,9881"
gemeentelijk,"2,4382","0,2529","0,0","0,263","0,8107","0,2586","0,2646","0,1197","0,0","0,0","0,1774","0,1512","0,2134"
gemeentelijke,"0,6966","0,0843","0,0","0,0","0,0","0,0","0,0","0,0","0,0983","0,0","0,0591","0,0","0,0534"
gemeenteraadsverkiezing,"0,3483","0,0","0,0","0,0","0,0","0,0","0,1323","0,0","0,0","0,0","0,0","0,0","0,0"
generatie,"3,1348","0,7587","0,8465","0,5261","1,3512","0,0","0,2646","0,3592","0,4913","0,0","0,3549","0,0","0,0534"
geniet,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
genieten,"0,3483","0,1686","0,1693","0,1973","0,2702","0,0","0,0","0,0","0,1965","0,0","0,1183","0,0","0,3735"
gepensioneren,"1,3932","0,0843","0,1129","0,0658","0,0","0,0","0,0","0,1197","0,0","0,0","0,0591","0,0","0,0"
geplukt,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
geruisloos,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
geschiedenis,"0,3483","0,3372","0,5079","0,2301","0,8107","1,2930000000000001","0,2646","0,0599","0,0","0,0","0,2957","0,4535","0,2134"
geschikt,"0,6966","0,0","0,0564","0,1315","0,0","0,0","0,0","0,0599","0,1965","0,0","0,0","0,1512","0,0534"
geschoold,"0,3483","0,0843","0,0","0,0","0,0","0,0","0,0","0,1197","0,0983","0,0","0,0","0,3023","0,0534"
gesol,"0,6966","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
gesold,"0,3483","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
gesprek,"0,3483","0,4215","0,0564","0,0986","0,0","0,0","0,2646","0,2394","0,0","0,0","0,0591","0,0","0,0534"
