,50PLUS,CDA,CU,D66,DENK,FVD,GL,PvdA,PvdD,PVV,SGP,SP,VVD,Totaal
verhuurdersheffing,"1,0","1,0","1,0","1,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0","6,0"
geld,"6,0","10,0","41,0","57,0","23,0","12,0","18,0","42,0","29,0","13,0","45,0","22,0","51,0","366,0"
inhoudsopgave,"1,0","0,0","1,0","0,0","1,0","1,0","0,0","2,0","1,0","0,0","1,0","0,0","1,0","9,0"
koopkracht,"4,0","0,0","4,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0","7,0","1,0","1,0","19,0"
inkomen,"4,0","13,0","27,0","31,0","8,0","10,0","34,0","51,0","12,0","5,0","14,0","20,0","23,0","252,0"
woon,"1,0","1,0","3,0","6,0","3,0","4,0","0,0","1,0","0,0","4,0","4,0","0,0","3,0","30,0"
veiligheid,"4,0","21,0","39,0","46,0","7,0","10,0","16,0","29,0","12,0","6,0","37,0","6,0","36,0","266,0"
welbevinde,"2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
overig,"2,0","1,0","4,0","3,0","1,0","0,0","0,0","1,0","1,0","0,0","1,0","4,0","2,0","20,0"
standpunt,"2,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","2,0","4,0","2,0","2,0","13,0"
immigratie,"1,0","0,0","2,0","1,0","1,0","24,0","0,0","0,0","0,0","3,0","3,0","0,0","2,0","37,0"
integratiemilieu,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
klimaat,"2,0","7,0","15,0","26,0","6,0","13,0","10,0","11,0","30,0","4,0","13,0","2,0","8,0","147,0"
duurzaamheid,"3,0","8,0","6,0","4,0","0,0","0,0","3,0","9,0","7,0","1,0","3,0","0,0","5,0","46,0"
cultuur,"2,0","9,0","14,0","30,0","4,0","17,0","17,0","48,0","15,0","12,0","14,0","3,0","14,0","198,0"
social,"2,0","3,0","0,0","0,0","1,0","4,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","10,0"
media,"2,0","4,0","10,0","5,0","2,0","4,0","0,0","4,0","9,0","1,0","11,0","4,0","4,0","59,0"
bestuurlijk,"3,0","1,0","6,0","0,0","0,0","5,0","0,0","0,0","0,0","0,0","6,0","0,0","0,0","21,0"
vernieuwing,"4,0","1,0","3,0","3,0","0,0","1,0","0,0","2,0","1,0","1,0","1,0","1,0","4,0","22,0"
direct,"4,0","10,0","18,0","12,0","4,0","15,0","7,0","18,0","26,0","5,0","14,0","4,0","23,0","159,0"
democratieonderwijs,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
internationaal,"4,0","21,0","70,0","86,0","17,0","15,0","23,0","39,0","28,0","4,0","45,0","4,0","33,0","385,0"
ontwikkelingssamenwerking,"4,0","1,0","12,0","10,0","9,0","3,0","5,0","6,0","6,0","0,0","6,0","0,0","4,0","67,0"
stellen,"1,0","16,0","49,0","66,0","24,0","8,0","16,0","36,0","23,0","5,0","41,0","7,0","54,0","341,0"
losse,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
schroef,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","2,0"
aflopen,"1,0","11,0","37,0","29,0","6,0","12,0","8,0","10,0","12,0","9,0","20,0","2,0","55,0","210,0"
onaanvaardbaar,"1,0","0,0","1,0","0,0","0,0","1,0","0,0","2,0","5,0","1,0","3,0","0,0","0,0","14,0"
beseft,"1,0","0,0","3,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,0"
groep,"2,0","10,0","23,0","24,0","11,0","10,0","8,0","27,0","3,0","0,0","30,0","2,0","13,0","163,0"
mogelijkheid,"3,0","28,0","38,0","68,0","12,0","15,0","27,0","22,0","15,0","1,0","67,0","8,0","64,0","361,0"
verlies,"1,0","3,0","5,0","5,0","2,0","1,0","1,0","4,0","5,0","0,0","3,0","0,0","2,0","31,0"
vullen,"1,0","0,0","1,0","3,0","0,0","0,0","1,0","6,0","3,0","0,0","4,0","0,0","2,0","20,0"
dienen,"4,0","8,0","22,0","16,0","14,0","10,0","3,0","8,0","14,0","1,0","140,0","4,0","13,0","256,0"
ingehaald,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0","0,0","3,0"
kader,"1,0","0,0","9,0","18,0","5,0","0,0","1,0","6,0","5,0","0,0","7,0","0,0","2,0","54,0"
volwaardig,"1,0","3,0","2,0","9,0","1,0","3,0","7,0","5,0","2,0","0,0","3,0","2,0","1,0","38,0"
aow,"6,0","1,0","3,0","5,0","0,0","10,0","1,0","6,0","3,0","0,0","1,0","2,0","3,0","41,0"
dertien,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
hervat,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
indexatie,"2,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0","4,0"
herstelbetaling,"1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
onnodig,"1,0","8,0","7,0","12,0","2,0","5,0","2,0","12,0","2,0","1,0","20,0","2,0","5,0","79,0"
indexeren,"1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","1,0","0,0","1,0","5,0"
korting,"1,0","2,0","8,0","3,0","0,0","0,0","2,0","3,0","1,0","0,0","1,0","1,0","2,0","24,0"
gekort,"1,0","4,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0","0,0","0,0","9,0"
flexibel,"2,0","6,0","13,0","17,0","1,0","2,0","1,0","0,0","1,0","0,0","11,0","0,0","13,0","65,0"
pensioenleeftijd,"1,0","1,0","2,0","0,0","0,0","1,0","0,0","2,0","1,0","1,0","0,0","0,0","4,0","13,0"
deeltijdpensioen,"1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","3,0"
sterk,"7,0","77,0","36,0","81,0","2,0","4,0","18,0","27,0","22,0","6,0","30,0","1,0","37,0","344,0"
nederlands,"7,0","39,0","62,0","83,0","17,0","82,0","26,0","28,0","51,0","30,0","58,0","6,0","104,0","586,0"
nederland,"9,0","53,0","180,0","191,0","74,0","65,0","105,0","113,0","142,0","66,0","209,0","9,0","167,0","1368,0"
verschillend,"5,0","15,0","30,0","26,0","8,0","3,0","2,0","13,0","10,0","2,0","26,0","2,0","10,0","149,0"
belastingproblemen,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
aanloop,"1,0","1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0","0,0","0,0","5,0"
uitkering,"2,0","3,0","8,0","11,0","0,0","6,0","6,0","17,0","3,0","4,0","12,0","4,0","6,0","80,0"
fiscalisering,"1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
welvaartsvast,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
premiebetaling,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0","0,0","0,0","3,0"
recht,"4,0","24,0","94,0","95,0","14,0","24,0","58,0","99,0","53,0","3,0","62,0","24,0","25,0","574,0"
aanvullen,"1,0","2,0","1,0","5,0","3,0","1,0","1,0","6,0","2,0","0,0","4,0","2,0","6,0","34,0"
inkomensondersteuning,"1,0","0,0","1,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","5,0"
aanvraag,"1,0","4,0","2,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","3,0","0,0","2,0","12,0"
doorwerken,"1,0","1,0","0,0","2,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","1,0","1,0","7,0"
bonus,"1,0","2,0","1,0","0,0","2,0","1,0","1,0","1,0","3,0","0,0","1,0","2,0","1,0","17,0"
arbeidskorting,"1,0","0,0","2,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","1,0","5,0"
verhoging,"1,0","3,0","5,0","3,0","4,0","5,0","2,0","5,0","0,0","1,0","3,0","1,0","5,0","38,0"
koppeling,"1,0","0,0","4,0","0,0","1,0","2,0","1,0","1,0","0,0","0,0","2,0","0,0","0,0","12,0"
loon,"1,0","1,0","15,0","6,0","2,0","3,0","12,0","17,0","6,0","1,0","7,0","11,0","5,0","86,0"
handhaven,"1,0","2,0","9,0","7,0","2,0","11,0","7,0","5,0","8,0","2,0","12,0","1,0","11,0","77,0"
kostendelersnorm,"1,0","0,0","3,0","2,0","1,0","0,0","1,0","3,0","1,0","0,0","0,0","0,0","0,0","12,0"
hanteren,"1,0","0,0","4,0","3,0","1,0","1,0","0,0","1,0","0,0","0,0","8,0","0,0","2,0","20,0"
belemmering,"1,0","8,0","5,0","6,0","0,0","0,0","2,0","4,0","1,0","0,0","2,0","0,0","0,0","29,0"
opleveren,"1,0","0,0","2,0","4,0","0,0","0,0","1,0","1,0","3,0","1,0","5,0","1,0","4,0","23,0"
deel,"4,0","23,0","51,0","57,0","2,0","9,0","21,0","19,0","32,0","2,0","32,0","12,0","34,0","291,0"
mantelzorg,"1,0","3,0","10,0","5,0","0,0","1,0","0,0","1,0","3,0","0,0","10,0","1,0","0,0","34,0"
behoevende,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","2,0"
thuisloze,"1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
familielid,"1,0","1,0","2,0","3,0","2,0","0,0","0,0","0,0","0,0","0,0","5,0","0,0","2,0","16,0"
vriend,"1,0","1,0","2,0","5,0","2,0","1,0","2,0","5,0","1,0","2,0","8,0","0,0","3,0","32,0"
belastingstelsel,"1,0","1,0","14,0","5,0","0,0","3,0","3,0","2,0","1,0","0,0","7,0","0,0","1,0","38,0"
drastisch,"1,0","2,0","1,0","2,0","1,0","3,0","1,0","2,0","4,0","0,0","4,0","2,0","2,0","25,0"
vereenvoudigd,"1,0","2,0","1,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","3,0","0,0","0,0","9,0"
terugdraaien,"1,0","0,0","0,0","1,0","1,0","1,0","0,0","0,0","0,0","2,0","0,0","0,0","0,0","6,0"
discriminerend,"1,0","0,0","3,0","4,0","14,0","0,0","2,0","1,0","0,0","0,0","0,0","0,0","2,0","25,0"
belastingmaatregel,"1,0","0,0","0,0","3,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","5,0"
armoedegrens,"1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","3,0"
extra,"6,0","24,0","50,0","49,0","10,0","7,0","17,0","55,0","21,0","6,0","52,0","3,0","48,0","343,0"
steunen,"2,0","6,0","17,0","19,0","4,0","4,0","6,0","6,0","5,0","1,0","15,0","5,0","5,0","93,0"
tegengegaan,"1,0","0,0","3,0","1,0","0,0","1,0","1,0","2,0","6,0","0,0","15,0","0,0","2,0","30,0"
gratis,"3,0","2,0","11,0","14,0","3,0","4,0","10,0","12,0","7,0","0,0","4,0","5,0","1,0","75,0"
kinderopvang,"1,0","7,0","7,0","18,0","3,0","1,0","4,0","9,0","4,0","0,0","5,0","2,0","4,0","64,0"
arbeidsproces,"1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
deelnemen,"1,0","2,0","2,0","3,0","0,0","1,0","0,0","2,0","0,0","1,0","1,0","0,0","2,0","15,0"
voedselproduct,"1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
horen,"3,0","14,0","18,0","36,0","2,0","3,0","13,0","19,0","12,0","1,0","21,0","8,0","14,0","164,0"
onzonden,"1,0","1,0","4,0","3,0","0,0","0,0","0,0","4,0","9,0","0,0","3,0","1,0","1,0","27,0"
product,"1,0","8,0","30,0","32,0","4,0","3,0","23,0","12,0","53,0","1,0","12,0","3,0","18,0","200,0"
tarief,"2,0","2,0","13,0","11,0","0,0","1,0","2,0","7,0","4,0","1,0","11,0","0,0","4,0","57,0"
schuldhulpverlening,"1,0","1,0","5,0","1,0","0,0","0,0","1,0","4,0","0,0","0,0","1,0","1,0","1,0","16,0"
verbeterd,"1,0","1,0","11,0","3,0","1,0","1,0","0,0","1,0","2,0","1,0","3,0","1,0","1,0","27,0"
stimuleren,"9,0","28,0","60,0","83,0","11,0","9,0","28,0","30,0","24,0","1,0","66,0","2,0","28,0","370,0"
samenhang,"1,0","1,0","9,0","4,0","1,0","0,0","0,0","5,0","2,0","0,0","5,0","0,0","1,0","26,0"
werkloosheid,"1,0","2,0","6,0","3,0","1,0","1,0","2,0","11,0","0,0","0,0","2,0","2,0","2,0","33,0"
schuld,"1,0","12,0","46,0","25,0","1,0","3,0","10,0","41,0","5,0","2,0","14,0","9,0","8,0","177,0"
geestelijk,"1,0","0,0","2,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","2,0","0,0","0,0","5,0"
gezinssituatie,"1,0","0,0","2,0","3,0","0,0","0,0","1,0","0,0","1,0","0,0","2,0","0,0","0,0","8,0"
inzet,"3,0","12,0","48,0","38,0","15,0","4,0","8,0","6,0","6,0","3,0","40,0","0,0","12,0","191,0"
richten,"4,0","17,0","57,0","34,0","12,0","15,0","12,0","18,0","22,0","3,0","31,0","3,0","22,0","249,0"
ervaringsdeskundig,"1,0","0,0","0,0","0,0","0,0","0,0","1,0","1,0","0,0","0,0","0,0","0,0","0,0","3,0"
inzetten,"5,0","3,0","17,0","24,0","6,0","1,0","2,0","2,0","12,0","3,0","23,0","2,0","9,0","107,0"
beleid,"4,0","18,0","34,0","33,0","9,0","8,0","12,0","17,0","22,0","0,0","42,0","6,0","12,0","213,0"
aansluiten,"2,0","1,0","6,0","13,0","0,0","0,0","0,0","5,0","1,0","0,0","5,0","2,0","5,0","39,0"
doelgroep,"2,0","1,0","4,0","4,0","0,0","0,0","0,0","1,0","0,0","0,0","3,0","0,0","0,0","16,0"
beschikken,"1,0","5,0","3,0","1,0","0,0","2,0","1,0","6,0","5,0","1,0","4,0","0,0","8,0","35,0"
kwalitatief,"1,0","1,0","4,0","4,0","1,0","1,0","0,0","1,0","3,0","0,0","4,0","0,0","5,0","25,0"
hoogstaande,"1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
uitstekend,"1,0","0,0","2,0","3,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","1,0","9,0"
opgeleide,"1,0","1,0","7,0","3,0","1,0","0,0","0,0","2,0","0,0","0,0","1,0","0,0","0,0","16,0"
professional,"1,0","5,0","12,0","9,0","0,0","0,0","11,0","3,0","1,0","0,0","0,0","0,0","0,0","42,0"
basis,"2,0","31,0","37,0","56,0","6,0","5,0","21,0","22,0","7,0","2,0","25,0","8,0","19,0","235,0"
stelsel,"1,0","7,0","12,0","11,0","2,0","4,0","4,0","5,0","1,0","0,0","19,0","1,0","6,0","73,0"
toegankelijk,"2,0","5,0","31,0","32,0","4,0","4,0","14,0","23,0","20,0","0,0","11,0","4,0","12,0","159,0"
solidair,"1,0","1,0","5,0","1,0","1,0","1,0","3,0","1,0","2,0","0,0","0,0","0,0","0,0","16,0"
verzekering,"1,0","0,0","1,0","2,0","1,0","0,0","1,0","0,0","2,0","0,0","2,0","2,0","5,0","16,0"
onderscheid,"1,0","3,0","3,0","3,0","0,0","1,0","0,0","0,0","0,0","0,0","5,0","0,0","7,0","23,0"
private,"1,0","0,0","11,0","11,0","0,0","4,0","5,0","8,0","1,0","0,0","6,0","2,0","13,0","63,0"
uitvoering,"1,0","10,0","12,0","10,0","0,0","0,0","1,0","5,0","2,0","0,0","10,0","1,0","7,0","59,0"
innovatie,"2,0","28,0","21,0","30,0","3,0","22,0","9,0","9,0","3,0","0,0","21,0","0,0","27,0","173,0"
talloos,"1,0","2,0","1,0","4,0","3,0","1,0","1,0","1,0","2,0","0,0","3,0","1,0","1,0","21,0"
manier,"5,0","9,0","33,0","50,0","6,0","4,0","14,0","14,0","27,0","3,0","41,0","7,0","23,0","233,0"
efficiëntievoordelen,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
behalen,"1,0","6,0","6,0","2,0","2,0","2,0","4,0","5,0","5,0","1,0","2,0","0,0","5,0","39,0"
tegelijkertijd,"1,0","2,0","19,0","16,0","1,0","2,0","5,0","10,0","8,0","2,0","14,0","0,0","18,0","98,0"
verbetermogelijkheden,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
kosten,"2,0","11,0","32,0","29,0","3,0","12,0","12,0","21,0","24,0","5,0","37,0","5,0","16,0","208,0"
jaarlijks,"2,0","5,0","8,0","18,0","2,0","9,0","2,0","6,0","16,0","0,0","6,0","1,0","7,0","81,0"
stijgen,"2,0","2,0","20,0","11,0","2,0","6,0","1,0","12,0","4,0","2,0","12,0","3,0","23,0","97,0"
veroorzaken,"1,0","1,0","4,0","5,0","3,0","2,0","2,0","5,0","17,0","1,0","5,0","3,0","3,0","52,0"
wens,"1,0","0,0","5,0","2,0","4,0","2,0","1,0","2,0","2,0","0,0","12,0","0,0","5,0","36,0"
verbetering,"1,0","1,0","15,0","15,0","8,0","2,0","1,0","3,0","1,0","0,0","5,0","0,0","6,0","58,0"
toepassing,"1,0","3,0","9,0","4,0","0,0","2,0","0,0","3,0","2,0","0,0","12,0","0,0","2,0","38,0"
nieuw,"9,0","146,0","105,0","152,0","8,0","20,0","51,0","72,0","70,0","11,0","60,0","16,0","72,0","780,0"
behandelmethoden,"1,0","0,0","1,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","1,0","5,0"
komst,"1,0","1,0","3,0","6,0","1,0","1,0","0,0","0,0","5,0","0,0","2,0","0,0","6,0","26,0"
soms,"1,0","2,0","21,0","12,0","4,0","2,0","2,0","11,0","4,0","1,0","25,0","0,0","13,0","99,0"
duur,"2,0","4,0","18,0","14,0","5,0","1,0","4,0","18,0","11,0","2,0","17,0","8,0","13,0","117,0"
geneesmiddelen,"1,0","6,0","6,0","6,0","3,0","0,0","0,0","2,0","0,0","1,0","13,0","1,0","6,0","42,0"
productieprikkel,"1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","3,0"
bekostigingssystematiek,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","2,0"
dialoog,"3,0","0,0","3,0","2,0","1,0","0,0","1,0","4,0","0,0","0,0","4,0","0,0","0,0","18,0"
betaalbaarheid,"2,0","2,0","3,0","0,0","4,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","4,0","17,0"
basisverzekering,"2,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","5,0"
zinnig,"2,0","4,0","1,0","4,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","12,0"
vergrijzingskost,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
personeelstekort,"1,0","0,0","0,0","2,0","1,0","1,0","1,0","0,0","0,0","0,0","1,0","0,0","3,0","10,0"
kortom,"1,0","0,0","4,0","0,0","1,0","1,0","1,0","3,0","1,0","1,0","2,0","0,0","0,0","15,0"
houdbaarheid,"1,0","1,0","1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0","0,0","0,0","6,0"
analyse,"1,0","4,0","1,0","6,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0","0,0","1,0","15,0"
vergoeding,"1,0","0,0","6,0","11,0","3,0","0,0","3,0","4,0","3,0","1,0","10,0","5,0","4,0","51,0"
baseren,"1,0","2,0","7,0","13,0","0,0","1,0","3,0","4,0","6,0","0,0","7,0","1,0","13,0","57,0"
bewijzen,"1,0","2,0","4,0","4,0","2,0","0,0","2,0","4,0","0,0","1,0","3,0","0,0","4,0","26,0"
effectiviteit,"3,0","2,0","1,0","5,0","0,0","1,0","1,0","1,0","1,0","0,0","3,0","0,0","2,0","19,0"
tandheelkunde,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
verzorgen,"1,0","0,0","3,0","2,0","0,0","1,0","0,0","4,0","2,0","1,0","1,0","0,0","3,0","18,0"
gebit,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
zorgkosten,"1,0","2,0","3,0","5,0","2,0","1,0","1,0","0,0","5,0","5,0","6,0","0,0","5,0","36,0"
gestoeld,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
wetenschappelijk,"1,0","5,0","4,0","11,0","1,0","0,0","4,0","3,0","4,0","1,0","5,0","0,0","3,0","42,0"
bewijs,"1,0","1,0","1,0","2,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","7,0"
ervaring,"1,0","8,0","5,0","9,0","1,0","0,0","0,0","3,0","1,0","0,0","3,0","1,0","3,0","35,0"
patiënt,"2,0","12,0","20,0","42,0","13,0","15,0","4,0","5,0","12,0","1,0","14,0","0,0","11,0","151,0"
aangaan,"1,0","1,0","4,0","4,0","1,0","0,0","0,0","2,0","0,0","0,0","3,0","0,0","3,0","18,0"
meerjarig,"1,0","5,0","3,0","4,0","1,0","0,0","1,0","3,0","1,0","0,0","9,0","0,0","2,0","30,0"
zorgpolis,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","2,0","0,0","4,0"
zorgverzekeraar,"1,0","3,0","10,0","10,0","18,0","7,0","4,0","11,0","5,0","0,0","13,0","2,0","5,0","89,0"
verzekeraar,"1,0","2,0","1,0","8,0","1,0","1,0","0,0","6,0","1,0","0,0","6,0","4,0","2,0","33,0"
preventie,"1,0","6,0","18,0","17,0","10,0","1,0","5,0","4,0","7,0","0,0","8,0","1,0","7,0","82,0"
verlagen,"1,0","7,0","10,0","22,0","7,0","10,0","18,0","5,0","17,0","8,0","9,0","6,0","18,0","137,0"
combinatie,"1,0","9,0","7,0","4,0","0,0","1,0","1,0","6,0","4,0","0,0","11,0","0,0","5,0","49,0"
voeren,"1,0","8,0","22,0","25,0","9,0","7,0","25,0","19,0","14,0","3,0","18,0","7,0","13,0","168,0"
regionaal,"1,0","27,0","32,0","21,0","0,0","3,0","16,0","14,0","17,0","0,0","50,0","3,0","12,0","194,0"
afspraak,"2,0","32,0","65,0","45,0","1,0","2,0","5,0","22,0","5,0","0,0","60,0","3,0","33,0","274,0"
zorgaanbieder,"2,0","3,0","5,0","15,0","3,0","0,0","3,0","2,0","0,0","0,0","27,0","0,0","4,0","64,0"
aaneensluiten,"1,0","0,0","1,0","1,0","0,0","0,0","0,0","0,0","2,0","0,0","1,0","0,0","0,0","6,0"
keten,"2,0","9,0","7,0","3,0","0,0","0,0","1,0","3,0","1,0","0,0","2,0","0,0","0,0","27,0"
ontstaan,"1,0","5,0","14,0","8,0","4,0","6,0","3,0","6,0","11,0","0,0","13,0","1,0","18,0","89,0"
eerstelijnszorg,"1,0","1,0","0,0","3,0","0,0","3,0","0,0","1,0","1,0","0,0","2,0","0,0","0,0","12,0"
tweedelijn,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
ziekenhuisopname,"1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","3,0"
huis,"4,0","10,0","33,0","39,0","9,0","2,0","12,0","24,0","15,0","5,0","11,0","16,0","18,0","196,0"
betekenen,"3,0","5,0","28,0","24,0","5,0","4,0","15,0","23,0","20,0","3,0","20,0","0,0","16,0","166,0"
afstemming,"3,0","0,0","4,0","0,0","0,0","0,0","2,0","0,0","0,0","0,0","9,0","0,0","1,0","17,0"
eerstelijnszorgaanbieder,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
ziekenhuis,"2,0","1,0","6,0","19,0","9,0","15,0","5,0","7,0","7,0","8,0","18,0","3,0","5,0","105,0"
zorgorganisaties,"1,0","1,0","1,0","0,0","0,0","0,0","2,0","0,0","0,0","0,0","1,0","0,0","3,0","9,0"
betreffen,"3,0","1,0","13,0","13,0","12,0","8,0","0,0","3,0","0,0","1,0","19,0","1,0","0,0","73,0"
daarbij,"5,0","15,0","54,0","44,0","4,0","10,0","10,0","28,0","8,0","1,0","53,0","4,0","43,0","272,0"
zoveel,"1,0","10,0","22,0","24,0","0,0","5,0","14,0","21,0","15,0","0,0","31,0","5,0","18,0","164,0"
brengen,"2,0","15,0","50,0","39,0","8,0","4,0","10,0","21,0","28,0","5,0","38,0","5,0","25,0","250,0"
spoedeisend,"1,0","0,0","1,0","0,0","0,0","2,0","0,0","3,0","0,0","0,0","2,0","1,0","0,0","9,0"
hulp,"1,0","14,0","51,0","33,0","2,0","5,0","11,0","22,0","15,0","1,0","43,0","7,0","9,0","210,0"
terecht,"1,0","6,0","12,0","15,0","1,0","1,0","7,0","12,0","3,0","1,0","15,0","5,0","2,0","81,0"
acute,"2,0","1,0","12,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","8,0","1,0","1,0","22,0"
zorgvraag,"1,0","1,0","4,0","1,0","1,0","0,0","0,0","0,0","0,0","1,0","4,0","0,0","0,0","13,0"
gestroomlijnd,"1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","3,0"
behoefte,"2,0","5,0","7,0","12,0","1,0","4,0","4,0","7,0","16,0","0,0","12,0","1,0","9,0","80,0"
uitbreiding,"3,0","6,0","5,0","10,0","2,0","4,0","3,0","5,0","3,0","1,0","9,0","3,0","12,0","66,0"
eerstelijns,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
bed,"1,0","0,0","3,0","3,0","0,0","2,0","0,0","1,0","2,0","1,0","2,0","1,0","2,0","18,0"
wijk,"6,0","2,0","17,0","6,0","2,0","0,0","4,0","20,0","4,0","3,0","6,0","0,0","4,0","74,0"
hiermee,"1,0","2,0","8,0","22,0","2,0","1,0","4,0","9,0","4,0","2,0","6,0","1,0","6,0","65,0"
huisarts,"2,0","2,0","7,0","12,0","0,0","7,0","3,0","7,0","7,0","0,0","8,0","0,0","2,0","57,0"
wijkverpleegkundigen,"1,0","0,0","0,0","0,0","1,0","0,0","1,0","5,0","0,0","0,0","1,0","0,0","0,0","9,0"
opvangen,"1,0","3,0","6,0","4,0","2,0","0,0","3,0","5,0","4,0","1,0","3,0","1,0","3,0","36,0"
kantoortijd,"1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
behulp,"1,0","3,0","3,0","4,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","12,0"
technologieën,"3,0","4,0","0,0","3,0","0,0","0,0","1,0","1,0","0,0","0,0","2,0","1,0","3,0","18,0"
