,50PLUS,CDA,CU,D66,DENK,FVD,GL,PvdA,PvdD,PVV,SGP,SP,VVD
drinkwater,"0,5291","0,0","0,1699","0,0328","0,0","0,0","0,0817","0,0","0,0","0,0","0,0","0,0","0,0"
drug,"0,5291","0,4898","0,2718","0,4913","0,0","0,0","0,245","0,1432","0,0","0,0","0,3107","0,6846","0,0524"
druk,"0,5291","1,1895","0,8495","0,7861","0,7671","0,5251","0,4084","0,907","0,747","0,0","1,5537","0,4564","0,9962"
duidelijk,"1,0582","1,0495","1,0194","1,1792","0,9205","0,5251","1,2251","0,5728","0,7968","0,7515","1,3119999999999998","0,6846","0,8389"
duur,"1,0582","0,2799","0,6116","0,4586","0,7671","0,1313","0,3267","0,8593","0,5478","0,501","0,5870000000000001","1,8257","0,6816"
duurzaam,"1,5873","2,4489","3,0242","2,1946","1,0739","0,5251","3,1036","2,3869","4,3325","0,0","1,7609","3,4231","1,5205"
duurzaamheid,"1,5873","0,5598","0,1019","0,131","0,0","0,0","0,245","0,4296","0,3486","0,2505","0,1036","0,0","0,2622"
duurzaamheidsmaatregel,"0,5291","0,07","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
dwingen,"0,5291","0,1399","0,1359","0,2293","0,4603","1,5754","0,4084","0,6683","0,1992","0,7515","0,5179","0,6846","0,5767"
echt,"0,5291","0,4898","1,1553","0,5896","0,6137","0,0","0,4084","0,907","0,6474","1,2525","0,9668","0,4564","0,9437"
economie,"1,0582","4,618","2,1068","2,3912","2,3013","2,4944","2,6952","2,3869","1,1454","2,2545","0,5179","2,5103","2,0972"
economisch,"2,1164","2,7288","1,3592","1,3757","1,3808","0,2626","1,4701","1,0502","1,1454","1,2525","1,5882","0,6846","2,1496"
eenmaal,"0,5291","0,0","0,0","0,0328","0,3068","0,0","0,0","0,1432","0,0498","0,2505","0,0691","0,0","0,1049"
eenzaam,"0,5291","0,0","0,068","0,0328","0,0","0,1313","0,0","0,0","0,0","0,0","0,0691","0,0","0,0"
eenzaamheid,"1,0582","0,3498","0,3058","0,0328","0,1534","0,2626","0,0","0,0477","0,0498","0,0","0,2072","0,0","0,0524"
eerlijker,"0,5291","0,2099","0,2379","0,131","0,6137","0,1313","0,5717","0,3342","0,1992","0,0","0,1036","1,141","0,0"
eerstelijns,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
eerstelijnscentrum,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
eerstelijnszorg,"0,5291","0,07","0,0","0,0983","0,0","0,3939","0,0","0,0477","0,0498","0,0","0,0691","0,0","0,0"
eerstelijnszorgaanbieder,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
eetgelegenheden,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
eeuw,"0,5291","0,2099","0,1019","0,0655","0,3068","0,1313","0,3267","0,0477","0,0996","0,0","0,3453","0,0","0,3146"
effectiviteit,"1,5873","0,1399","0,0","0,1638","0,0","0,1313","0,0817","0,0477","0,0498","0,0","0,1036","0,0","0,1049"
efficiëntievoordelen,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
elkaar,"0,5291","3,7084","2,3786","1,7688","1,8411","0,5251","1,7968","2,2914","1,245","1,2525","1,5537","1,5974","0,9962"
energie,"0,5291","0,4198","1,1213","1,0482","1,3808","0,2626","1,4701","0,7161","2,0417","0,2505","0,5870000000000001","1,3692","0,9437"
enorm,"0,5291","0,1399","0,1699","0,5241","0,6137","1,3129","0,6534","0,2387","0,498","1,2525","0,6215","0,0","0,1573"
erik,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
erkenning,"0,5291","0,2099","0,2379","0,0983","0,3068","0,0","0,49","0,1909","0,0498","0,0","0,2762","0,0","0,0524"
ervaring,"0,5291","0,5598","0,1699","0,2948","0,1534","0,0","0,0","0,1432","0,0498","0,0","0,1036","0,2282","0,1573"
ervaringsdeskundig,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0817","0,0477","0,0","0,0","0,0","0,0","0,0"
essentieel,"1,0582","0,07","0,2379","0,262","0,1534","0,3939","0,1633","0,5251","0,1992","0,2505","0,0691","0,2282","0,2622"
eu,"1,5873","0,6997","0,8835","1,8016","0,6137","4,8576","0,9801","1,2412","1,7429","2,2545","2,4514","0,6846","1,3108"
euro,"1,0582","0,2799","0,2039","0,1638","0,9205","2,2318","1,1434","0,4296","0,4482","0,501","0,5524","1,141","0,3146"
euroland,"0,5291","0,07","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0691","0,2282","0,0524"
europa,"0,5291","2,4489","1,5971","1,5723","0,6137","0,5251","2,3685","1,3844","0,8964","0,501","0,5524","1,141","1,8875"
europees,"4,7619","4,6879","3,9757","7,6321","2,3013","3,0196","5,3904","2,0527","1,8923","0,7515","3,28","2,7385","6,9732"
euthanasie,"0,5291","0,0","0,3058","0,0328","0,0","0,2626","0,0","0,0","0,0","0,0","0,5179","0,0","0,1573"
evenredig,"1,0582","0,07","0,1359","0,0328","0,0","0,0","0,0817","0,0","0,0996","0,0","0,0691","0,2282","0,0524"
evenwichtig,"0,5291","0,1399","0,1019","0,0655","0,0","0,1313","0,0","0,0","0,0498","0,0","0,2072","0,0","0,0"
extra,"3,1746","1,6793","1,5291","1,605","1,5342","0,919","1,3884","2,6255","1,0458","1,5030000000000001","1,7954","0,6846","2,5166"
extreem,"1,0582","0,2799","0,2379","0,0983","0,0","0,3939","0,0817","0,1432","0,249","0,0","0,2762","0,4564","0,0"
familielid,"0,5291","0,07","0,068","0,0983","0,3068","0,0","0,0","0,0","0,0","0,0","0,1726","0,0","0,1049"
familieverband,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
feit,"0,5291","0,2099","0,034","0,1638","0,3068","0,2626","0,1633","0,0477","0,0498","0,0","0,2762","0,0","0,0524"
feitelijk,"0,5291","0,07","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,1381","0,0","0,0"
financieel,"0,5291","1,2594","2,0388","1,9981","0,9205","0,1313","2,5319","1,7185","0,5976","1,5030000000000001","2,4514","1,5974","1,0486"
financieren,"0,5291","0,1399","0,1019","0,131","0,3068","0,0","0,4084","0,1909","0,4482","0,0","0,2417","0,2282","0,1573"
fiscaal,"0,5291","0,9796","1,0194","0,262","0,0","0,2626","0,4084","0,5728","0,5478","0,0","1,0358","0,0","0,4194"
fiscalisering,"0,5291","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
flexibel,"1,0582","0,4198","0,3738","0,5568","0,1534","0,2626","0,0817","0,0","0,0498","0,0","0,3798","0,0","0,6816"
flink,"0,5291","0,2799","0,1699","0,262","0,0","0,3939","0,1633","0,0","0,4482","0,501","0,0345","0,4564","0,4719"
fors,"1,0582","0,5598","0,4417","0,3931","0,3068","0,3939","0,5717","0,4774","1,4939","1,5030000000000001","0,6215","0,2282","0,7865"
fraude,"0,5291","0,1399","0,034","0,131","0,3068","0,1313","0,0","0,0477","0,1494","0,2505","0,0691","0,6846","0,2097"
fysiek,"1,5873","0,1399","0,2718","0,3931","0,0","0,2626","0,0817","0,0955","0,249","0,0","0,3107","0,2282","0,2622"
gaan,"13,2275","5,4576","5,4708","6,6494","4,2958","4,0698","7,6772","6,5877","8,5653","8,517000000000001","6,1803","15,7462","4,6663"
gangbare,"0,5291","0,07","0,0","0,0328","0,0","0,1313","0,0","0,0","0,1992","0,0","0,0345","0,0","0,0"
garanderen,"0,5291","0,1399","0,1019","0,3276","0,1534","0,1313","0,8984","0,1909","0,0498","0,0","0,2762","0,6846","0,4194"
gebeurtenis,"0,5291","0,0","0,1019","0,0328","0,0","0,0","0,0","0,0","0,0996","0,0","0,0691","0,0","0,0524"
gebit,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
gebruik,"1,5873","0,7697","1,5291","1,1792","0,6137","0,6564","1,2251","0,907","2,2409","0,501","2,1407","0,6846","0,8913"
gebruiken,"2,1164","0,4198","0,6116","1,4085","0,6137","0,6564","1,3068","0,6683","3,1871","0,7515","1,0013","1,141","1,2583"
gecontracteerde,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
gedeeltelijk,"0,5291","0,0","0,034","0,0","0,3068","0,0","0,1633","0,0477","0,0","0,0","0,0691","0,0","0,0524"
geestelijk,"0,5291","0,0","0,034","0,0","0,0","0,0","0,0817","0,0","0,0","0,0","0,0691","0,0","0,0"
gefaciliteerd,"0,5291","0,1399","0,034","0,0655","0,0","0,0","0,0","0,0","0,2988","0,0","0,0345","0,0","0,0"
gegeven,"0,5291","0,6297","0,1019","0,0983","0,0","0,0","0,0817","0,0955","0,3984","0,0","0,2762","0,2282","0,36700000000000005"
gekort,"0,5291","0,2799","0,0","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,1036","0,0","0,0"
geld,"3,1746","0,6997","1,2912","1,8671","3,5287","1,5754","1,4701","2,005","1,4442","3,2565","1,5537","5,0205","2,6739"
gemakkelijk,"0,5291","0,1399","0,1699","0,4913","0,1534","0,3939","0,3267","0,1909","0,0","0,0","0,1726","0,4564","0,1049"
gemeente,"5,291","2,5189","3,7378","3,4066","2,4547","1,4441","2,6135","2,6733","1,0956","1,002","4,4885","2,2821","2,8312"
gemeentelijke,"0,5291","0,0","0,034","0,0","0,1534","0,0","0,0817","0,0","0,0","0,0","0,0691","0,0","0,0"
gemeenteraadsverkiezing,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
gemeenteraadverkiezing,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
gemonitord,"0,5291","0,07","0,034","0,0328","0,1534","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
geneesmiddelen,"0,5291","0,4198","0,1019","0,1965","0,4603","0,0","0,0","0,0955","0,0","0,2505","0,4488","0,2282","0,3146"
generatie,"2,1164","1,8892","0,5437","0,2948","0,3068","0,3939","0,8167","0,6206","0,5478","0,0","0,2762","0,0","0,1049"
gepaste,"0,5291","0,0","0,1699","0,0","0,0","0,1313","0,0","0,0","0,0","0,0","0,0345","0,0","0,0524"
gepensioneren,"1,5873","0,07","0,034","0,0655","0,0","0,0","0,0817","0,0","0,0996","0,2505","0,1381","0,2282","0,0"
gereduceerd,"0,5291","0,07","0,0","0,0328","0,0","0,0","0,0","0,0955","0,0498","0,0","0,0","0,0","0,0"
gerepareerd,"0,5291","0,0","0,0","0,0328","0,0","0,0","0,0817","0,0","0,0","0,0","0,0","0,0","0,0"
geschiedenis,"0,5291","0,2799","0,3058","0,131","0,6137","1,0503","0,245","0,0477","0,1992","0,501","0,1381","0,0","0,1049"
geschikt,"0,5291","0,0","0,1019","0,1965","0,0","0,0","0,1633","0,0477","0,1494","0,0","0,0345","0,6846","0,2622"
gestoeld,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
gestroomlijnd,"0,5291","0,0","0,0","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
geven,"1,5873","2,9387","2,4805","3,9307","0,7671","2,4944","3,9203","3,1984","2,4899","1,7535","2,9003","2,2821","1,6253"
gevolg,"0,5291","0,5598","0,9514","0,4258","0,1534","1,4441","0,6534","0,7161","1,245","0,501","1,5882","0,6846","0,8913"
geweld,"0,5291","0,4898","0,5437","0,5241","0,4603","0,1313","0,9801","0,8593","0,3486","1,2525","0,5870000000000001","1,3692","0,5767"
geweldig,"0,5291","0,0","0,1019","0,0328","0,0","0,0","0,0","0,0477","0,1992","0,0","0,0","0,0","0,0524"
geweldsconflict,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
geweldsdelict,"1,0582","0,0","0,0","0,0328","0,0","0,2626","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
gezamenlijk,"0,5291","1,3994","0,5097","0,7206","0,1534","0,2626","0,49","0,2387","0,0996","0,0","0,4143","0,0","0,3146"
gezinssituatie,"0,5291","0,0","0,0","0,0983","0,0","0,0","0,0817","0,0","0,0498","0,0","0,0691","0,0","0,0"
gezond,"0,5291","0,5598","0,6116","0,4586","0,0","0,0","0,8984","0,5251","1,3446","0,0","0,3798","0,2282","0,2097"
gezonde,"2,1164","0,7697","0,8155","0,7534","0,3068","0,3939","1,0617","0,7638","1,6931","0,7515","0,5524","0,4564","0,2097"
gezonder,"0,5291","0,2099","0,068","0,0655","0,0","0,1313","0,0","0,1909","0,1992","0,0","0,0","0,0","0,3146"
gezondheid,"2,6455","0,9796","0,4417","1,2775","0,4603","0,1313","0,5717","1,0979999999999999","1,6931","0,0","0,4143","0,2282","0,36700000000000005"
gezondheidszorg,"3,7037","0,1399","0,3058","0,262","0,4603","0,0","0,1633","0,2387","0,0996","0,2505","0,2417","0,2282","0,5767"
geïndexeerd,"0,5291","0,0","0,0","0,0","0,1534","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
geïntensiveerd,"0,5291","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
gif,"0,5291","0,07","0,034","0,0328","0,1534","0,0","0,0817","0,0","0,0996","0,0","0,0","0,0","0,0"
goed,"12,1693","10,4954","12,1309","10,9404","5,3697","8,5335","9,3107","11,2183","6,8224","7,7655","11,2903","12,3231","7,6548"
goedkoop,"0,5291","0,1399","0,3398","0,1638","0,0","0,2626","0,3267","0,2387","0,3486","0,0","0,2762","0,0","0,2097"
goudgerande,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
graaff,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
graag,"0,5291","0,0","0,068","0,131","0,0","0,5251","0,0","0,1432","0,0498","0,0","0,1036","0,2282","0,0524"
gratis,"1,5873","0,1399","0,3398","0,4586","0,4603","0,5251","0,8167","0,5728","0,3486","0,0","0,1381","1,141","0,0524"
griffierecht,"0,5291","0,0","0,1699","0,0328","0,0","0,0","0,0817","0,0477","0,0","0,0","0,0","0,2282","0,0"
groei,"0,5291","0,2799","0,6796","0,3931","0,6137","0,0","0,1633","0,3819","0,9462","0,2505","0,2762","0,4564","1,4156"
groen,"1,0582","0,6997","0,8495","1,4413","0,4603","0,0","4,002","1,0979999999999999","2,5895","0,501","0,3107","0,4564","0,36700000000000005"
groenonderhoud,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
groep,"1,0582","0,6997","0,7815","0,7861","1,6876","1,3129","0,6534","1,2889","0,1494","0,0","1,0358","0,4564","0,6816"
groepswonen,"0,5291","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
grond,"0,5291","0,5598","0,7136","0,5241","0,3068","0,3939","0,6534","0,2864","0,8466","0,0","0,5179","0,4564","0,36700000000000005"
grondslag,"0,5291","0,0","0,1359","0,131","0,0","0,0","0,0","0,0477","0,0","0,0","0,0345","0,0","0,0"
grondstof,"0,5291","0,4898","0,3738","0,4913","0,0","0,1313","0,3267","0,2387","1,0956","0,0","0,5179","0,2282","0,4719"
groot,"7,9365","7,6966","4,8931","5,3392","5,9834","4,9888","6,4521","5,1079","6,4738","5,01","4,6611","5,7052","3,8274"
grootschalige,"0,5291","0,2099","0,3058","0,262","0,0","0,0","0,1633","0,1432","0,1494","0,2505","0,1726","0,0","0,1573"
haan,"1,0582","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
halen,"0,5291","0,8396","0,5097","0,6879","0,6137","0,5251","0,49","0,5728","0,498","1,7535","0,2762","1,141","0,7340000000000001"
handhaaft,"0,5291","0,07","0,0","0,0328","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
handhaven,"0,5291","0,1399","0,2718","0,2293","0,3068","1,4441","0,5717","0,2387","0,3984","0,501","0,4143","0,2282","0,5767"
handhaver,"0,5291","0,0","0,0","0,0","0,1534","0,2626","0,0817","0,0","0,0","0,0","0,0","0,4564","0,0"
hanteren,"0,5291","0,0","0,1019","0,0983","0,1534","0,1313","0,0","0,0477","0,0","0,0","0,2762","0,0","0,1049"
hard,"0,5291","0,4898","0,3738","0,8844","1,0739","0,6564","2,2052","1,1934","0,5478","0,501","0,5524","1,3692","0,8389"
heldendaden,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
helemaal,"0,5291","0,07","0,2379","0,0328","0,3068","0,0","0,1633","0,0955","0,249","1,002","0,2762","0,2282","0,0524"
helpen,"1,0582","0,9096","1,8689","1,4085","0,4603","0,3939","0,8984","1,2889","1,0956","2,004","1,1049","1,5974","1,3108"
herkomst,"0,5291","0,07","0,2379","0,1638","0,4603","0,3939","0,3267","0,2864","0,249","0,0","0,3453","0,2282","0,36700000000000005"
herstel,"0,5291","0,8396","0,6456","0,4258","0,4603","0,0","0,245","0,0955","0,2988","0,2505","0,0691","0,0","0,5767"
herstelbetaling,"0,5291","0,0","0,0","0,0","0,1534","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
hervat,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
hierbij,"1,5873","0,4898","0,6456","0,9172","0,3068","0,1313","0,49","0,5251","0,4482","0,2505","0,7251","0,0","0,7865"
hierdoor,"0,5291","0,3498","0,1699","0,3603","0,3068","0,6564","0,245","0,1432","0,4482","0,2505","0,4488","0,0","0,7865"
hiermee,"0,5291","0,1399","0,1699","0,7206","0,3068","0,1313","0,3267","0,4296","0,1992","0,501","0,2072","0,2282","0,3146"
hiernaar,"0,5291","0,0","0,0","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
hierop,"0,5291","0,0","0,1699","0,1965","0,0","0,0","0,0817","0,0477","0,0996","0,0","0,2072","0,0","0,1049"
historisch,"1,0582","0,1399","0,034","0,0655","0,1534","1,0503","0,0817","0,0955","0,1494","0,0","0,2072","0,4564","0,0"
hoeksteen,"0,5291","0,1399","0,0","0,0328","0,0","0,1313","0,1633","0,0","0,0","0,0","0,0691","0,0","0,0"
hoog,"4,2328","2,0291","2,7184","2,1619","1,2274","2,1006","2,2052","1,8618","2,7389","2,2545","2,5205","2,7385","3,1458"
hoogstaande,"0,5291","0,0","0,0","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
horeca,"0,5291","0,0","0,068","0,0983","0,0","0,0","0,0","0,0955","0,0498","0,0","0,0345","0,0","0,0524"
horen,"1,5873","0,9796","0,6116","1,1792","0,3068","0,3939","1,0617","0,907","0,5976","0,2505","0,7251","1,8257","0,7340000000000001"
houdbaarheid,"0,5291","0,07","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0691","0,0","0,0"
houden,"3,7037","2,7988","2,5145","2,6532","1,0739","2,3631","1,7968","2,2437","2,8883","4,7595","2,5205","1,141","4,0371"
huidig,"3,7037","0,6997","0,9514","0,8516","0,6137","1,5754","0,8167","0,6683","0,996","0,7515","1,0013","1,8257","0,5767"
huis,"2,1164","0,6997","1,0534","1,2775","1,3808","0,2626","0,9801","1,1457","0,747","1,2525","0,3798","3,6513","0,9437"
huisarts,"1,0582","0,1399","0,2379","0,3931","0,0","0,919","0,245","0,3342","0,3486","0,0","0,2762","0,0","0,1049"
huishouden,"0,5291","0,2099","0,3058","0,4258","0,3068","0,1313","0,1633","0,4296","0,3486","0,7515","0,5524","0,9128","0,2622"
hulp,"0,5291","0,9796","1,5971","1,0809","0,3068","0,6564","0,8984","1,0502","0,747","0,2505","1,4847","1,5974","0,4719"
hulpverlener,"1,0582","0,2099","0,3398","0,0983","0,0","0,0","0,245","0,0477","0,0498","0,0","0,5524","0,6846","0,36700000000000005"
hulpvraag,"1,0582","0,0","0,0","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
humaan,"0,5291","0,1399","0,1019","0,131","0,4603","0,0","0,4084","0,2387","0,0498","0,0","0,0","0,0","0,0"
huur,"1,0582","0,07","0,1359","0,1638","0,4603","0,0","0,8984","0,8115","0,0996","0,2505","0,0691","0,0","0,2622"
huurprijs,"0,5291","0,07","0,0","0,0328","0,0","0,0","0,0","0,0","0,0","0,2505","0,0","0,2282","0,0524"
huurverhoging,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0955","0,0","0,7515","0,0345","0,0","0,0"
hét,"0,5291","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,2282","0,0"
immers,"1,0582","0,0","0,2039","0,1638","0,6137","0,3939","0,0","0,1909","0,3486","0,501","0,2072","0,2282","0,0524"
immigratie,"0,5291","0,0","0,068","0,0328","0,1534","3,1508","0,0","0,0","0,0","0,7515","0,1036","0,0","0,1049"
impact,"1,0582","0,07","0,5437","0,4913","0,0","0,1313","0,0817","0,1432","0,249","0,2505","0,3453","0,0","0,0"
indexatie,"1,0582","0,0","0,0","0,0","0,0","0,0","0,0","0,0955","0,0","0,0","0,0","0,0","0,0"
indexeren,"0,5291","0,0","0,0","0,0","0,1534","0,0","0,0","0,0","0,0","0,2505","0,0345","0,0","0,0524"
individueel,"0,5291","0,2799","0,068","0,5241","0,0","0,2626","0,5717","0,3819","0,249","0,0","0,2762","0,0","0,36700000000000005"
inflatieaanpassing,"1,0582","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
inflatiecorrectie,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
informatie,"0,5291","0,2799","0,2718","0,7206","0,6137","0,3939","0,6534","0,2387","0,6474","0,0","0,6559999999999999","0,0","0,3146"
informatiebijeenkomst,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
infrastructuur,"1,0582","0,4198","0,7476","0,7534","0,7671","0,7877","0,4084","0,3819","0,1992","0,2505","0,7596","0,2282","1,1535"
ingehaald,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,2282","0,0"
ingezet,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ingreep,"0,5291","0,07","0,034","0,0328","0,0","0,0","0,0817","0,0955","0,0996","0,0","0,1381","0,0","0,1049"
inhoudsopgave,"0,5291","0,0","0,034","0,0","0,1534","0,1313","0,0","0,0955","0,0498","0,0","0,0345","0,0","0,0524"
initiatief,"1,0582","1,2594","1,0874","0,6879","0,1534","0,3939","0,4084","0,2387","0,249","0,501","0,5179","0,2282","0,1049"
inkomen,"2,1164","0,9096","0,9175","1,0154","1,2274","1,3129","2,7769","2,4346","0,5976","1,2525","0,4834","4,5641","1,2059"
inkomensafhankelijk,"0,5291","0,1399","0,2039","0,0983","0,0","0,0","0,0817","0,0955","0,0996","0,0","0,1036","0,6846","0,0"
inkomensondersteuning,"0,5291","0,0","0,034","0,0","0,3068","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
inkoopbeleid,"0,5291","0,0","0,034","0,0","0,0","0,0","0,0817","0,0","0,0","0,0","0,0","0,0","0,0"
inleveren,"0,5291","0,0","0,0","0,0","0,3068","0,0","0,0","0,0","0,0","0,0","0,1726","0,0","0,0"
innovatie,"1,0582","1,9591","0,6456","0,9827","0,4603","2,8883","0,7351","0,4296","0,1494","0,0","0,7251","0,0","1,4156"
inricht,"1,0582","0,07","0,068","0,131","0,1534","0,0","0,0817","0,0477","0,1494","0,0","0,0691","0,0","0,0524"
inrichten,"0,5291","0,07","0,2379","0,131","0,0","0,1313","0,0817","0,1432","0,3486","0,0","0,1381","0,0","0,0524"
inspanningsverplichting,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
integraal,"0,5291","0,4198","0,068","0,131","0,1534","0,0","0,1633","0,0477","0,1494","0,0","0,2762","0,0","0,0"
integratiemilieu,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
intensief,"0,5291","0,2799","0,3738","0,5241","0,0","0,0","0,3267","0,1432","0,3984","0,0","0,2762","0,0","0,2097"
intergenerioneel,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
internationaal,"2,1164","1,4694","2,2427","2,8169999999999997","2,6082","1,9693","1,8785","1,8618","1,3944","1,002","1,5537","0,9128","1,7302"
internet,"1,0582","0,4198","0,1019","0,2293","0,1534","0,2626","0,245","0,5728","0,2988","0,0","0,0345","0,2282","0,1049"
internetmisdaden,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
internetpolitie,"0,5291","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
investeren,"1,0582","1,8192","2,8543","3,5704","1,8411","1,5754","3,7569","4,8215","1,0956","1,7535","1,1394","3,1949","2,3069"
